judul-jurnal,nama-jurnal,abstrak-jurnal,kategori
APLIKASI PENGOLAHAN CITRA DIGITAL UNTUK PENDETEKSI JAWABAN PADA LEMBAR JAWABAN KOMPUTER MENGGUNAKAN ALGORITMA SOBEL (STUDI KASUS SMP NEGERI 2 KOTA BENGKULU),Jp Teknik Informatika dd 2014," Lembar Jawaban
Komputer (LJK) merupakan lembar jawaban yang digunakan untuk melakukan ujian
secara tertulis. Pemeriksaan LJK harus menggunakan alat scanner khusus,
mengingat harga scanner sangat mahal maka penulis bermaksud untuk membangun
aplikasi pengolahan citra digital untuk mendeteksi jawaban pada lembar jawaban
komputer menggunakan Algoritma Sobel. Metode Sobel merupakan pengembangan
metode Robert dengan menggunakan filter HPF (High Pass Filter) yang diberi satu
angka nol penyangga. Kelebihan dari metode Sobel ini adalah kemampuan untuk
mengurangi noise sebelum melakukan perhitungan deteksi tepi.  Penulis mengubah data citra LJK menjadi
bentuk deteksi tepi sobel untuk mempermudah mendeteksi jawaban pada LJK. Hasil
deteksi jawaban pada LJK akan dilakukan pencocokkan dengan data kunci jawaban
untuk memperoleh skor nilai. Selain itu laporan nilai siswa dapat ditampilkan
secara otomatis menggunakan Fastreport. Aplikasi ini dibangun menggunakan
bahasa pemrograman Delphi.dan  metode
pengembangan sistem pada aplikasi ini menggunakan metodeWaterfall.Sedangkan
metode untuk perancangan sistem, penulis
menggunakanUnified Modeling Language (UML). Hasil akhir dari penelitian ini
adalah terciptanya suatu aplikasi pendeteksi 
jawaban pada LJK yang dapatdigunakanmelakukan pengoreksian LJK.",pengolahan citra
Sistem Parkir Berbasis RFID dan Pengenalan Citra Pelat Nomor Kendaraan,Jp Teknik Komputer dd 2017," Waktu yang lama saat
pencatatan pelat nomor kendaraan secara manual di sistem parkir menimbulkan
antrian. Penelitian ini mengembangkan sistem parkir otomatis berbasis RFID dan
pengolahan citra pelat nomor kendaraan. Autentikasi menggunakan kamera untuk pengambil
gambar pelat nomor dan Arduino Uno sebagai kontroler untuk pembaca RFID,
pemberi umpan balik dan pembuka gerbang. Sistem akan membandingkan karakter
citra dan RFID pada database untuk menentukan izin penggunaan kendaraan.
Pengolahan citra menggunakan metode analisis kontur dan memiliki akurasi
sebesar 91 % di jarak 60 cm dan kecepatan baca 131,89 milidetik. Sistem telah
dapat bekerja untuk secara otomatis membuka dan menutup gerbang berdasarkan
kecocokan kartu RFID dan pelat kendaraan.",pengolahan citra
Penerapan Metode Jaringan Saraf Tiruan Sebagai Deteksi Kelainan Lemak Darah Pada Citra Hasil Pemeriksaan Darah Lengkap,Jp Fisika dd 2015," Berdasarkan  berbagai 
penelitian  epidemiologik  dinyatakan 
bahwa  zat lemak darah adalah
faktor risiko utama timbulnya atherosklerosis yang mengarah kepada Penyakit
Jantung Koroner.  Pada pasien dengan
kelainan lemak darah, sel darah merah mengalami deformabilitas sehingga
bentuknya lebih pipih daripada sel 
darah  merah  normal 
yang  berbentuk  bulat. 
Penelitian  berjudul  Penerapan Metode Jaringan Saraf Tiruan
Sebagai Deteksi Kelainan Lemak  Darah
Pada Citra Hasil Pemeriksaan Darah Lengkap ini dilakukan untuk membantu
mempermudah pemeriksaan 
laboratorium.  Dengan  penelitian 
ini,  diharap  mampu 
memberikan deteksi dini yang tepat untuk mendukung diagnosis ahli.
Penelitian ini terdiri atas dua tahap. Tahap pertama yaitu pengolahan citra
digital untuk mendapatkan fitur area, 
perimeter,  dan  eccentricity. 
Ketiga  fitur  tersebut 
akan  digunakan  sebagai masukan  pada 
program  Jaringan  Saraf 
Tiruan  Backpropagation  sebagai 
tahap kedua. Pada tahap ini dilakukan pendeteksian kelainan lemak darah
dari fitur yang telah  didapat  dari 
pengolahan  citra.  Akurasi 
pada  deteksi  kelainan 
lemak  darah dengan JST
Backpropagation adalah sebesar 85%.",pengolahan citra
PENDUGAAN KONSENTRASI KLOROFIL-A DARI CITRA SATELIT LANDSAT 8 DI PERAIRAN KOTA JAYAPURA,Jp Perikanan dd 2017," Penelitian ini
bertujuan untuk menduga dan menganalisis konsentrasi klorofil-a dari citra
datelit Landsat 8 di perairan Kota Jayapura, Provinsi Papua dan mengkaji
tingkat akurasinya dengan nilai klorofil-a hasil pengujian laboratorium.
Penelitian ini telah menghasilkan algoritma untuk pendugaan konsentrasi
klorofil-a dari citra satelit Landsat 8 untuk perairan Kota Jayapura dalam
bentuk persamaan polynomial orde 3 dengan menggunakan kombinasi rasio band 4, 5
dan 6 dengan tingkat akurasi 0.9242. Konsentrasi klorofil-a di perairan Kota
Jayapura dari citra satelit Landsat 8 berkisar antara 1.306 â€“ 15.072 mg/m3,
dimana perairan pesisir cenderung memiliki konsentrasi klorofil-a yang lebih
tinggi dibandingkan perairan lepas pantai. Hasil uji akurasi menunjukkan bahwa
konsentrasi klorofil-a citra satelit akurat dengan RMSE yang kecil yaitu
0.283761. Sedangkan dari hasil uji-t dapat diketahui bahwa konsentrasi
klorofil-a dari hasil pengolahan citra satelit dan hasil analisis laboratorium
relatif sama dengan nilai signifikan 0.957.",pengolahan citra
Identifikasi Penyakit Anemia Sel Sabit Menggunakan Teknik Pengolahan Citra dan Algoritma k-nearest neighbor (k-NN atau KNN),Jp Teknik Listrik dan Mekatronika dd 2016," Anemia sel sabit
(Sickle cell Anemia) merupakan penyakit kekurangan sel darah merah normal yang
disebabkan oleh kelainan genetik pada tubuh manusia dimana sel-sel darah merah
berbentuk sabit. Penelitian berjudul “identifikasi anemia sel sabit menggunakan
teknik pengolahan citra dan algoritma K-NN” mencoba melakukan analisis otomatis
berdasarkan citra sel darah masukan, yang kemudian akan di bedakan antara sel
sehat dan sel sabit. Penelitian ini terdiri dari dua tahapan. Tahapan pertama
adalah pengolahan citra ( grayscle, thresholding, resize image) yang akan
digunakan sebagai masukan untuk tahapan kedua. Tahapan kedua adalah deteksi
anemia sel sabit untuk mengidentifikasi anemia sel sabit, menggunakan algoritma
k-nearest neighbor.Proses identifikasi terdiri dari tahapan pengolahan citra
(grayscle, thresholding), pengukuran sel darah untuk mendapatkan data numberik
sel yang akan digunakan sebagai masukan k-nearest neighbor, untuk kemudian
dibedakan apakah sel darah masukan termasuk sel sehat atau sel sabit. Setelah
melakukan 50 pengambilan data dengan nilai K yang bervariasi ( k=3, k=5, k=7,
k=9, k=12) dapat disimpulkan bahwa K terbaik untuk penelitian ini adalah 3
dengan nilai akurasi 80%",pengolahan citra
IMPLEMENTASI BACKPROPGATION DALAM PENGOLAHAN CITRA TEKS TULISAN TANGAN MENJADI TEKS DIGITAL,Jp Teknik Komputer dd 2012," Pengenalan pola
adalah hal yang cukup sulit dilakukan oleh komputer. Komputer tidak dapat
langsung mengenali pola setiap citra. Maka dari itu diperlukan suatu proses
ataupun alat yang dapat digunakan untuk pengolahan citra di dalam suatu
komputer.Pada penelitian tugas akhir ini akan dibuat suatu aplikasi yang
berhubungan dengan pengenalan pola dan pengolahan citra. Yaitu aplikasi yang
dapat mengenali pola tulisan tangan dan mengubahnya menjadi teks digital.
Aplikasi ini menggunakan metode backpropagation dalam proses pengenalannya.
Dimana input yang berupa citra berekstensi bitmap akan diolah terlebih dahulu
melalui serangkaian proses, yang disebut dengan tahap preprocessing. Dimana
tahap ini terdiri dari Greyscale, thresholding, segmentasi, cropping, dan
normalisasi. Kemudian setelah preprocessing barulah tahap pengenalan akan dilakukan.Adapun
keakuratan hasil yang didapat dari proses ini sebesar 67,99%. Yang didapat dari
hasil uji coba 50 data uji, dengan menggunakan 660 data referensi, learning
rate = 0,001, error rate = 0,01, epoch = 100, inisialisasi bobot awal = -0,5
sampai 0,5, input patern = 30 x 30 piksel, input neuron = 900, hidden layer 55,
dan output neuron = 900. Dimana dapat disimpulkan bahwa aplikasi ini cukup baik
dalam proses pengenalan pola tulisan tangan",pengolahan citra
Klasifikasi Kelainan Jantung Dengan Metode Transformasi Fourier Dan Jaringan Saraf Tiruan,Jp Fisika dd 2015," Masalah  kesehatan 
dengan  gangguan  sistem 
kardiovaskuler  masih menduduki  peringkat 
yang  tinggi  secara 
global.  Salah  satu 
cara  mendeteksi adanya  kelainan 
pada  sistem  kardiovaskuler  khususnya 
jantung  yaitu  melalui pembacaan Elektrokardiogram (EKG).
Namun karena pembacaan rekaman EKG dibutuhkan 
pengalaman  dan  keahlian 
khusus  maka  dilakukan 
perancangan perangkat  lunak  berbasis 
jaringan  saraf  tiruan 
untuk  membantu  identifikasi adanya  kelainan 
jantung  melalui  citra 
digital  elektrokardiogram. Citra  diolah menggunakan  metode 
pengolahan  citra  sehingga 
diperoleh  ordinat  grafik 
citra yang  merepresentasikan  potensial 
listrik  jantung.  Ekstraksi 
fitur  menggunakan transformasi  Fourier 
yang  kemudian  dibagi 
menjadi  beberapa  koefisien 
Fourier. Masukan pada perangkat lunak adalah koefisien hasil
transformasi Fourier  yang telah
dinormalisasi. Keluaran dari perangkat lunak dibagi menjadi tiga kelas, yaitu jantung  dengan 
fibrilasi  atrium,  jantung 
koroner  dan  jantung 
normal.  Tingkat akurasi  maksimal 
perangkat  lunak  ini 
sebesar  95.45%,  dengan 
pembagian koefisien  hasil  transformasi 
Fourier  1/8  dan 
jumlah  node  5, 
sedangkan  tingkat akurasi minimal
perangkat lunak ini sebesar 68.18% dengan pembagian koefisien hasil  transformasi 
Fourier  1/32  dan 
jumlah  node  32. 
Hasil  tingkat  akurasi perangkat  lunak 
ini  secara  keseluruhan 
memiliki  rata-rata  86.05% 
dan  standar deviasi 7.82.",pengolahan citra
ANALISA METODE RADIAL BASIS FUNCTION JARINGAN SARAF TIRUAN UNTUK PENENTUAN MORFOLOGI SEL DARAH MERAH (ERITROSIT) BERBASIS PENGOLAHAN CITRA,Jp Teknik Listrik dan Mekatronika dd 2012," Sekarang  ini 
tes  hematologi  atau 
tes  darah  merupakan 
suatu  pemeriksaan  yang 
penting untuk mendiagnosa kondisi medis pasien. Tes ini meliputi
pemeriksaan jumlah, bentuk dan morfologi 
sel  darah  yang 
hingga  saat  ini 
umumnya  masih  dikerjakan 
secara  manual. Pemeriksaan dengan
cara manual ini sudah pasti memiliki tingkat ketelitian dan keakuratan yang
rendah karena dilakukan oleh para dokter atau petugas laboratorium kesehatan
yang secara  manusiawi  memiliki 
kemungkinan  tingkat  perbedaan 
identifikasi.  Masalah kekurangan  pada 
pemeriksaan  hematologi  secara 
manual  ini  dapat 
diatasi  dengan menciptakan suatu
sistem cerdas otomatis dengan bantuan komputer menggunakan jaringan syaraf  tiruan. 
Pada  penelitian  ini 
dilakukan  analisa  terhadap 
jaringan  syaraf  tiruan menggunakan metode Radial Basis
Function untuk menentukan morfologi sel darah merah (eritrosit). Data citra
eritrosit normal dan abnormal berasal dari Lembaga Penelitian ABX dari
Montpeller Perancis berjumlah 175 sampel. Citra eritrosit tersebut akan diolah
melalui proses akuisisi citra, grayscale, deteksi tepi dan ekstraksi ciri untuk
menghasilkan input bagi jaringan 
syaraf  tiruan  Radial 
Basis  Function.  Penentuan 
morfologi  eritrosit  berbasis pengolahan  citra 
dan  jaringan  syaraf 
tiruan  Radial  Basis 
Function  ini  memiliki 
akurasi yang baik dan memuaskan serta memiliki total waktu pemerosesan
sistem yang cepat.",pengolahan citra
ANALISIS PERBANDINGAN TEKNIK SEGMENTASI CITRA DIGITAL MENGGUNAKAN METODE LEVEL SET CHAN & VESE DAN LANKTON,Jp Teknik Informatika dd 2013," Perkembangan
teknologi yang pesat di bidang komputer telah mendorong semakin berkembangnya
penelitian dan penerapan teknik pengolahan citra. Beberapa pertumbuhan kemajuan
teknologi baru membuka peluang bagi pengembangan lebih lanjut dalam bidangini.
Saat ini pengolahan citra mempunyai peranan yang sangat penting dalam
berbagaibidang kehidupan. Segmentasi adalah proses pemisahan objek dengan latar
belakangnya.Saat ini telah banyak dilakukan penelitian tentang segmentasi. Ada
banyak metode dalam melakukan segmentasi salah satunya adalah level-set
menggunakan metode Chan & Vese dan Lankton. Penggunaan metode tersebut
dalam proses segmentasi terkadang belum tentu sesuai dengan hasil yang
diharapkan. Untuk itu perlu dilakukan analisis terhadap kinerja teknik
segmentasi menggunakan metode Chan & Vese dan Lankton. Penelitian
menggunakan metode Chan & Vese dan Lankton dengan input citra berupa citra
berekstensi *.jpeg. Citra dimasukkan ke dalam program dan dilakukan proses Chan
& Vese serta proses Lankton. Adapun parameter yang digunakan adalah iterasi
untuk yang digunakan sebagai pembanding perulangan yang dilakukan, citra hasil
yang digunakanuntuk melihat banyak sedikitnya segmen, histogram citra digunakan
untuk mengetahuiintensitas dan kontras suatu citra, timing run digunakan untuk
mengetahui lamanya suatuproses citra, dan SNR (Signal to Noise Ratio) yang
digunakan untuk mengetahui kualitascitra. Pengujian dilakukan dengan melakukan
uji coba terhadap 10 citra dan selanjutnyadilakukan analisis.Hasil penelitian
50 hasil dari 10 buah sampel citra dengan lima kali iterasi yaitu : iterasi
100, 200, 300, 400 dan 500 terlihat bahwa segmen yang dihasilkan dari
prosessegmentasi mengunakan metode Lankton lebih baik dibandingkan proses
segmentasimenggunakan metode Chan & Vese. Rata-rata timing run pada proses
Chan & Vese adalah0,2952 detik dan proses Lankton sebesar 0,3177 detik.
Rata-rata SNR pada Proses Chan &Vese 6,0335 dB dan dengan proses Lankton
sebesar 7,4524 dB.",pengolahan citra
PENENTUAN RUMUS PEMBUSUKAN IKAN MENGGUNKAN METODE CURVE FITTINGDENGAN PENDEKATAN PENGOLAHAN CITRA TERHADAP CITRA DIGITAL INSANG IKAN,Jp Teknik Informatika dd 2013," Pengolahan citra
digital (digital image processing) merupakan teknik-teknik pengolahan citra
yang saat  ini  banyak 
dimanfaatkan  dalam  berbagai 
bidang. Dalam  penelitian  ini, 
Digital  Image  Processing digunakan untuk meneliti proses
pembusukan ikan mujair(Oreochromis Mossambicus). Citra  yang 
diolah  sebanyak  11 
citra  insang  yang 
diambil  dari  seekor 
ikan  mujair.  Periode Pengambilan masing-masing citra dilakukan
dalam setiap 1 jam terhitung mulai ikan tersebut mati ingga membusuk.  Langkah 
selanjutnya  adalah  menghitung 
nilai  warna  merah 
pada  setiap  citra 
insang menggunakan 
perbandingan  perhitungan  RGB 
kemudian  dilakukan  penentuan 
rumus  pembusukan dengan  menggunakan 
metode  curve  fitting. 
Langkah  terakhir  adalah 
menghitung  nilai  rata-rata 
error dengan menggunkakan metode linier, kuadratik dan kubik sehingga
diperoleh error terkecil. Hasil 
penelitian  menunjukan  bahwa 
terdapat  perbedaan  warna 
merah  pada  citra 
insang  dan cenderung  berkurang 
seiring  bertambahnya  waktu 
semenjak  ikan  tersebut 
mati  hingga  membusuk, sehingga  disimpulkan 
bahwa  kandungan  warna 
merah  dalam  insang 
ikan  banding  terbalik 
dengan bertambahnya waktu menuju pembusukan ikan.",pengolahan citra
Identifikasi Anemia Thalasemia Betha (β) Mayor Berdasarkan Morfologi Sel Darah Merah,Jp Teknik Informatika dd 2014," Thalasemia Betha (β)
Mayor merupakan salah satu kelainan sel darah merah berdasarkan klasifikasi
anemia. Thalasemia Betha (β) Mayor memiliki ciri sel meliputi mikrositik,
eritrosit berinti (eritroblast), sel target, dan small fragment. Thalasemia
Betha (β) Mayor dianalisa berdasarkan menghitung darah lengkap pada hapusan
darah dengan pemeriksaan hematologi. Namun proses tersebut menimbulkan masalah,
yaitu bahwa mempengaruhi keakuratan serta membutuhkan waktu. Untuk mengatasi
hal tersebut, maka proses analisa dapat dilakukan dengan menggunakan teknik
pengolahan citra yang didasarkan pada bentuk morfologi sel darah merah. Artikel
ini bertujuan untuk mengidentifikasi anemia Thalasemia Betha (β) Mayor
berdasarkan morfologi citra sel darah merah. Metode pengolahan citra yang
digunakan meliputi proses segmentasi citra berupa normalisasi citra, threshold
warna, threshold Otsu, operasi morfologi erosi dan bounding box. Normalisasi
dilakukan untuk menyamakan persebaran warna pada masing-masing citra sel darah
yang akan digunakan. Normalisasi dilakukan dengan mengubah citra RGB menjadi
YCbCr. threshold warna, threshold Otsu, operasi morfologi erosi digunakan untuk
memisahkan sel dan inti sel. Ekstrasi ciri menghasilkan luas area sel, luas
area inti sel, diameter sel dan rasio sel. Proses identifikasi untuk menentukan
jenis sel berdasarkan hasil ekstrasi ciri. Proses pengujian menggunakan 5
kelompok gambar Thalasemia Betha (β) Mayor yang masing-masing terdiri dari 6
gambar. Hasil pengujian menunjukkan bahwa morfologi citra mampu
mengidentifikasi Anemia Thalasemia Betha (β) Mayor.",pengolahan citra
PENGENDALIAN MOBILE ROBOT VISION MENGGUNAKAN WEBCAM PADA OBJEK ARAH PANAH BERBASIS RASPBERRY PI,Jp Teknik Listrik dan Mekatronika dd 2016," Penggunaan Raspberry
pi sebagai pengganti perangkat CPU pada teknologi robot vision merupakan solusi
alternatif yang dapat dilakukan untuk membuat robot vision menjadi lebih
mobile. Pada penelitian ini mobile robot vision diintegrasikan dengan perangkat
webcam yang berguna sebagai input penangkap objek untuk selanjutnya dilakukan
proses pengolahan citra. Metode pengolahan citra yang digunakan pada penelitian
ini adalah metode template matching, dimana metode ini bekerja berdasarkan
membandingkan citra masukan dengan citra template yang tersimpan pada progam
robot. Penggunaan metode tersebut pada penelitian ini bertujuan agar robot
dapat melakukan kendali gerak berdasarkan informasi gambar yang diperoleh oleh
kamera webcam. Gambar yang digunakan mewakili 4 kondisi gerak robot yaitu maju,
berhenti, belok kanan dan belok kiri. Dari penjelasan diatas didapatkan hasil
pengujian progam pecocokan gambar dengan nilai black pixel ketika match
berkisar antara 768 hingga 4119. Kemudian Pengujian robot terhadap lintasan
memerlukan waktu rata-rata sebesar 93,8 detik serta kemampuan kamera terhadap
pengaruh jarak dan intensitas cahaya berkisar antara 20 cm hingga 90 cm dan 0,8
lumens/m2 hingga 91500 lumens/m2.",pengolahan citra
