,judul-jurnal,abstrak-jurnal,kategori
45,tingkat aktif siswa mata ajar olah citra digital kelas xi multimedia strategi ajar problem based learning smk pgri sukoharjo,tuju teliti tingkat aktif siswa mata ajar olah citra digital kelas xi multimedia smk pgri sukoharjo tingkat aktif siswa ajar strategi ajar problem based learning kelas xi multimedia smk pgri sukoharjo teliti metode teliti tindak kelas model spiral kembang kemmis mc taggart teknik penggumpulan data observasi teknik analisis data analisis deskriptif kualitatif teliti hasil terap strategi ajar problem based learning mata ajar olah citra digital kelas xi multimedia smk pgri sukoharjo tingkat aktif siswa bukti aktif siswa tingkat siklus temu siklus temu siklus aktif siswa temu siklus ii aktif siswa temu siklus ii aktif siswa,pengolahan citra
46,pengaruh guna information gain seleksi fitur citra tanah rangka nilai sesuai lahan tanam cengkeh,cengkeh komoditas kebun milik nilai ekonomis tambah lahan tingkat produksi tentu lahan timbang faktor salah satu karakteristik sifat tanah sesuai lahan tanam cengkeh beda visual citra dasar fitur warna tekstur parameter hasil ekstraksi fitur nilai ratarata red green blue mean variance kurtosis skewness entropy guna parameter berkolerasi positif hasil akurasi nilai sesuai lahan tanam cengkeh proses seleksi fitur parameter milik pengaruh tentu hasil kenal lahan teliti analisis pengaruh guna information gain seleksi fitur citra tanah rangka nilai sesuai lahan tanam cengkeh data teliti citra bagi citra tanah sesuai sesuai tanam cengkeh tahap teliti awal akuisisi citra pra olah citra ekstraksi fitur seleksi fitur clustering lanjut analisis hasil analisis guna fitur hasil proses seleksi fitur information gain bukti tingkat nilai akurasi hasil uji tingkat akurasi guna fitur proses seleksi fitur pilih hasil seleksi information gain nilai threshold,pengolahan citra
47,analisis citra muka thermochromic liquid crystal dasar nilai statistik hue,tuju teliti amat beda citra muka thermocromic liquid crystal tlc rcw akibat ubah temperatur metode analisis olah citra bas morfologi matematika perangkat lunak matlaba citra asli oleh bentuk rgb konversi hsv hue saturation value ambil komponen hue proses utama opening struktur elemen line dasar analisis visual citra hasil olah citra beda citra temperatur dasar tingkat cerah kuantitatif beda nilai statistik nilai max mean citra hue tingkat iring tingkat temperatur,pengolahan citra
48,identifikasi sebar tingkat subur mangrove pantau indeks vegetasi satelit landsat etm fuzzy logic studi pantai pesisir timur surabaya pamurbaya,mangrove tanam pohon hidup laut darat tumbuh pengaruh pasangsurut mangrove manfaat biomassa milik aspekaspek ekologis kait kembang teknologi pesat manusia model dekat komputasi tiru akal manusia salah satu sistem fuzzy logic fuzzy logic ambil putus sesuai konsep pastidengan manfaat citra landsat etm mudah informasi sentuh objek teliti teliti tuju luas sebar tingkat subur mangrove wilayah pamurbaya september,pengolahan citra
49,analisa banding adaptif median filter median filter reduksi noise salt pepper,data informasi saji data teks audio video gambar zaman informasi informasi citra citra image istilah gambar salah komponen multimedia peran bentuk informasi visual banding data teks citra milik informasi terkadang citra alami turun degradasi turun kualitas sebab derau noise warna kontras kabur lainlain jenis noise olah citra salah satu salt pepper noise noise salt pepper bentuk bintik hitam putih citra kurang noise butuh metode salah satu median filter metode teliti median filter adaptif median filter beda dasar metode besar windows adaptif median filter variabel hasil teliti citra metode adaptif median filter median filter hitung peak signal noise ratio psnr citra adaptif median filter db median filter db,pengolahan citra
50,implementasi metode histogram equalization tingkat kualitas citra digital,radiografi bantu diagnosis sakit bidang medis citra radiograf kabur olah hilang kurang kabur tuju teliti desain perangkat lunak tingkat kualitas citra digital foto roentgen tingkat kontras citra salah metode tingkat kontras citra digital metode histogram equalization metoda tingkat abu citra sebar rata tingkat abu hasil teliti metoda histogram equalization tingkat kontras citra langsung layar monitor,pengolahan citra
51,sistem deteksi sakit keropos tulang metode jaring syaraf tiru backpropagation representasi ciri ruang eigen,deteksi sakit osteoporosis keropos tulang salah satu gambar osteoporosis foto rontgen xray analis manual pakar rheumatologi artikel kembang sistem deteksi sakit osteoporosis manusia terap prinsip rheumatologi daerah utama identifikasi gelang tangan jari tangan sistem kerja perangkat lunak liput pemrosesan proses olah citra dasar proses reduksi piksel proses jaring syaraf tiru citra xray digital piksel konversi warna rgb grayscale dithresholding ambil nilai gray level nilainilai normalisasi interval reduksi metode pca principal component analysis hasil jadi input proses jaring syaraf tiru backpropagation analisis sakit xray masuk simpul hasil uji learning rate momentum sistem milik tingkat hasil persen uji data nonlearning persen data learning,pengolahan citra
52,aplikasi olah citra identifikasi matang mentimun dasar tekstur kulit buah metode ekstraksi ciri statistik,mentimun cucumis sativus buah konsumsi olah bahan baku industri cantik milik pangsa pasar luas pasar tradisional pasar modern mirip tekstur kulit mentimun matang matang akibat orang sulit identifikasi mentimun matang segi ciri tekstur kulit buah nilai manusia sifat subyektif tingkat matang buah mentimun sebab nilai tingkat matang mentimun beda nilai nilai masalah teliti deteksi matang mentimun dasar tekstur kulit buah tuju teliti terap metode statistik parameter ciri mean variance skewness kurtosis entropy metode nali matang mentimun segi tekstur kulit buah nilai akurasi sistem uji subyek penelitannya bangun aplikasi olah citra deteksi ukur buah mentimun matang statistik segi tekstur kulit buah data teliti citra buah mentimun ambil kamera potong ukur cropping pixels ganti format citra bmp metode kumpul data metode studi literatur datadata buku ebook teliti literatur internet metode observasi ambil amat citra buah mentimun metode dokumentasi kumpul data langsung wawancara tani jual buah mentimun data oleh informasi buah mentimun sesuai fakta dasar hasil uji sampel citra mentimun matang citra mentimun matang hasil uji mentimun matang capai mentimun matang capai tingkat hasil aplikasi olah citra identifikasi matang mentimun dasar tekstur kulit buah metode ekstraksi ciri statistik,pengolahan citra
53,analisis ancang perangkat lunak kompresi citra algoritma fast fourier transform fft,cepat kirim informasi bentuk padu data teks audio citra nyata aspek tukar informasi cepat kirim gantung ukur informasi informasi citra file pengaruh cepat proses kirim informasi salah solusi kompresi data citra transmisi kompresi data kurang ukur file minimal butuh memori representasi file digital teliti kompresi file citra teknik lossy hasil file citra hasil kompresi file data hilang data hilang kasat mata manusia kualitas teknik kompresi perlu atas transformasi citra mana tranformasi fast fourier hasil kompresi perangkat lunak bangun ukur file citra hasil kurang ratarata format bmp format jpg,pengolahan citra
54,terap nilai kasar muka surface roughness assessment bas visi proses bubut baja sc,kasar muka benda kerja pegang peran kualitas produk proses mesin kasar muka ukur langsung alat ukur kasar muka ukur langsung teliti kasar muka ukur langsung teknik olah citra dijital aplikasi proses mesin benda kerja material baja sc bubut pahat jenis hss variasi kondisi potong cepat potong mmenit mmenit mmenit makan mmrev mmrev mmrev dalam potong tetap konstan mm pengaruh nose radius kasar muka pahat nose radius mm mm selesai potong ukur kasar muka surface tester lanjut ambil citra muka benda kerja kamera dijital citra olah analis profil intensitas perangkat lunak matlab ukur kasar muka surface tester analisis citra dijital oleh banding kasar muka spesimen selisih kasar muka hasil ukur analisis citra kasar muka spesimen mmenit mmrev mm hasil ukur hasil analisis citra spesimen nomor citra mmenit mmrev mm kasar muka oleh ukur hasil analisis citra spesimen nomor citra mmenit mmrev mm kasar muka oleh ukur nilai kasar muka oleh hasil analisis citra spesimen nomor citra mmenit mmrev mm nilai kasar muka ukur nilai kasar muka oleh hasil analisis citra,pengolahan citra
55,rancang bangun sistem lokasi parkir kamera bas fuzzy logic,butuh parkir dipungkiri tempattempat ramai kunjung butuh kelola efisien aman teliti olah citra digital bas fuzzy logic kamera olah citra digital tuju pantau tentu lokasi parkir kosong input citra parkir ambil kamera webcam masukkankedalam bahasa pemrograman gui matlab mana citra parkir kosong citra refrensi olah olah citra cropping thresholding hasil olah citra dianalisa metode bwarea banding hitung selisih citracitra identifikasi outputnya informasi lokasi parkir kosong kendara parkir daerah parkir sedia posisi kamera bagi area matlab olah citra digital tentu lokasi parkir kosong posisi kamera ambil gambar beda posisi kamera refrensi,pengolahan citra
56,deteksi ukur spektra analisis spektrograf emisi olah citra,analisis kualitatif kuantitatif detektor spektrograf emisi uji takmurni bahan bakar nuklir perangkat analisis spektra detektor ukur manual bas densitometer teliti fokus terap metode analis unsur boron kadmium uranium oksida olah citra digital metode awal akuisisi citra detektor spektrograf emisi komputer image scanner piksel citra identifikasi unsur boron kadmium distribusi nilai intensitas pikselnya bentuk kurva analisis kualitatif tentu ada kurva area prediksi banding spektra garis unsur analis analisis kuantitatif ukur tinggi puncak kurva hasil ukur tinggi kurva amat masingmasing unsur kurva kalibrasi masingmasing kurva standar uji signifikansi linieritasnya hasil kurva standar hitung konsentrasi sampel uji hasil analisis uji metode olah citra identifikasi analis unsur nilai konsentrasi unsur analisis olah citra beda hasil analisis densitometer taraf signifikansi statistik,pengolahan citra
57,klasifikasi sakit diabetic retinopathy metode learning vector quantization lvq,retinopati diabetes salah komplikasi sakit diabetes komplikasi rusa retina mata tinggi kadar glukosa darah sebab buluh darah kapiler pecah sebab buta gejala derita diabetic retinopaythy dr microaneurysms hemorrhages hard exudate soft exudates neovascularization gejala intensitas indikator fase tingkat parah retinopati diabetes derita teliti klasifikasi sakit retinopati diabetik citra fundus retinoskopi metode cerdas buat learning vector quantization tahap proses olah citra ubah intensitas citra hilang diskus optikus proses ekstraksi fitur citra fitur citra buluh darah ekstraksi fitur warna citra intensitas abu citra ubah citra biner area fitur buluh darah tonjol fitur tahap proses klasifikasi citra metode learning vector quantization hitung kerja program catat mean square error mse akurasi sensitifitas spesifisitas tabel confusion matrix kurva receiver operating characteristic roc hasil ajar cerdas buat learning vector quantization lvq ekstraksi fitur buluh darah akurasi latih akurasi uji,pengolahan citra
