judul,abstrak,kategori
IMPLEMENTASI SELF ORGANISED LEARNING ENVIRONMENT PADA PEMBELAJARAN LOGIKA DAN ALGORITMA KOMPUTER BERBANTUAN MULTIMEDIA UNTUK MENINGKATKAN KOGNITIF SISWA," Penelitian ini bertujuan untuk mengembangkan multimedia interaktif dengan model Self Organized Learning Enviroment (SOLE) yang diharapkan bisa meningkatkan pemahaman kognitif siswa dan menganalisis keefektifan multimedia terhadap hasil belajar pada pembelajaran logika dan algoritma komputer pada mata pelajaran simulasi dan komunikasi digital yang diperoleh dari hasil penilaian peserta didik terhadap multimedia. Penelitian ini menggunakan metode Siklus Hidup Menyeluruh (SHM) yang dikembangkan oleh Munir, yang terdiri dari tahap analisis, desain, pengembangan, implementasi dan penilaian. Sampel penelitian merupakan siswa kelas X SMK Negeri 12 Bandung sebanyak 28 siswa. Pengumpulan data untuk penilaian multimedia menggunakan instrumen Multimedia Mania – Student Rubric & Judgement 2004 yang menyangkut aspek mekanisme, elemen multimedia, struktur informasi, dokumentasi dan kualitas konten serta menggunakan lembar pretest dan posttest untuk mengetahui efektivitas multimedia terhadap hasil belajar siswa. Dari hasil penelitian ini didapatkan hasil : 1) Multimedia yang dikembangkan dinilai baik dan layak digunakan setelah di validasi oleh ahli media, dimana di dapatkan hasil penilaian pada aspek mekanisme sebesar 92,2%, elemen multimedia sebesar 93,75%, struktur Informasi sebesar 90,63%, dokumentasi sebesar 87,5%, serta aspek kualitas konten sebesar 92,31%. Respon Siswa terhadap multimedia di dapatkan rata-rata untuk aspek mekanisme sebesar 89,58%, elemen multimedia sebesar 90,83%, struktur informasi sebesar 91,92%, dokumentasi sebesar 90,5%, dan kulaitas konten sebesar 94,31%, dari hasil respon siswa tersebut dapat di simpulkan bahwa multimedia yang dikembangkan termasuk dalam kategori sangat baik. 2) Setelah melewati pengujian menggunakan metode ANOVA dengan bantuan aplikasi IBM SPSS versi 22 didapatkan hasil dimana nilai signifikan dari hasil pretest dan posttest adalah 0.000 dengan taraf signifikan 5% maka didapatkan 0.00 < 0.05 bisa disimpulkan bahwa terdapat perbedaan peningkatan hasil belajar yang signifikan antara rerata nilai pretest dan postest 3) Setelah melakukan pengujian keefektifan multimedia melalui uji N-Gain didapatkan hasil bahwa media pembelajaran dapat meningkatkan kemampuan kognitif. Berdasarkan hasil pretest dan postest diperoleh rata-rata nilai gain sebesar 0,61 dengan kategori “Sedang”. Peneliti membagi siswa ke dalam tiga kelas yaitu kelas atas dengan nilai gain sebesar 0,81 dengan kategori “Tinggi”, kelompok tengah dengan nilai gain sebesar 0,62 dengan kategori “Sedang” dan kelompok bawah dengan nilai gain sebesar 0,41 dengan kategori “Sedang”.",multimedia
Metode Multimedia Development Life Cycle Pada Media Pembelajaran Pengenalan Perangkat Komputer Bagi Siswa Sekolah Dasar,"Kondisi siswa yang duduk di bangku sekolah dasar kelas namun kesulitan dalam mengikuti pelajaran pengenalan komputer, guru dalam menjelaskan materi tidak disertai dengan alat peraga sehingga siswa sekolah dasar kesulitan dalam mengikuti pelajaran pengenalan komputer. Berdasarkan masalah yang ada penulis mencoba merancang sebuah media belajar alat peraga dalam menjelaskan pelajaran pengenalan perangkat komputer. Media pembelajaran ini berisi mengenai materi tertulis, video, Quiz Pilihan Ganda, dan Puzzle. Metode yang digunakan adalah Multimedia Development Life Cycle (MDLC) dimana metode ini tersusun berdasarkan 6 (enam) tahapan yaitu concept, design, obtaining content material, assembly, testing, dan distribution. Dalam penelitian ini penulis hanya baru sampai tahap assembly. Dengan adanya media pembelajaran ini diharapkan anak sekolah dasar dapat mengetahui bentuk perangkat komputer dan mengerti cara penggunaannya, serta kegiatan belajar menjadi lebih menarik, efektif serta mampu menumbuhkan minat belajar siswa dalam mengenal komputer.",multimedia
"PENGGUNAAN MULTIMEDIA INTERAKTIF TERHADAP PENINGKATAN KEMAMPUAN PEMAHAMAN DAN KOMUNIKASI MATEMATIS, SERTA KEMANDIRIAN BELAJAR SISWA SEKOLAH DASAR","Tujuan dari penelitian ini adalah mengetahui perbedaan peningkatan kemampuan pemahaman dan komunikasi matematis, serta kemandirian belajar siswa yang memperoleh pembelajaran menggunakan multimedia interaktif dan pembelajaran konvensional. Penelitian yang dilaksanakan menggunakan metode kuasi eksperimen dengan Pre-test dan Post-test Control Group design. Penelitian ini dilakukan pada dua sekolah swasta di Kota Bandung dengan melibatkan 60 siswa kelas v sebagai subjek penelitian. Instrumen penelitian yang digunakan adalah tes kemampuan pemahaman dan komunikasi matematis, angket kemandirian belajar, lembar observasi, dan wawancara. Hasil penelitian menunjukkan bahwa: (1) Terdapat perbedaan peningkatan kemampuan pemahaman matematis antara siswa yang memperoleh pembelajaran menggunakan multimedia interaktif dengan siswa yang memperoleh pembelajaran konvensional; (2) Terdapat perbedaan peningkatan kemampuan komunikasi matematis antara siswa yang memperoleh pembelajaran menggunakan multimedia interaktif dengan siswa yang memperoleh pembelajaran konvensional; (3) Tidak terdapat perbedaan peningkatan kemampuan komunikasi matematis antara siswa yang memperoleh pembelajaran menggunakan multimedia interaktif dengan siswa yang memperoleh pembelajaran konvensional.",multimedia
PENGEMBANGAN MODUL AJAR BERBASIS MULTIMEDIA PADA MATA KULIAH STATISTIKA PENDIDIKAN,"Jenis penelitian ini adalah penelitian pengembangan dengan menggunakan dua tahap yakni tahap analisis awal-akhir dan tahap analisis formatif. Tahap pertama penelitian ini disebut Tahap Analisis Awal Akhir (front-end analysis) yang ditujukan untuk menentukan tujuan pembelajaran matematika yang harus dimiliki mahasiswa. Aktivitas ini diikuti dengan pengaluran pembelajaran matematika yang disusun berdasarkan aspek penggunaan komputer sebagai multimedia. Melalui justifikasi, analisis dan evaluasi tenaga ahli pendidikan matematika yang berkompetensi maka dikembangkan model awal pembelajaran matematika. Data untuk tahap I penelitian ini diperoleh dari berbagai teknik pengukuran, seperti observasi lapangan, dokumentasi dan wawancara.
Analisis isi kompetensi matematika dalam kurikulum dan disesuaikan dengan data dokumentasi
tentang kondisi, keadaan yang dapat dijadikan bahan dalam pembelajaranmatematika di
dalamnya merupakan aspek penting dalam mengembangkan bahan ajar. Selanjutnya sebagai
Tahap Analisis Formatif yang ditujukan guna memvalidasi, menganalisis, mengujicoba,
mengembangkan, mengevaluasi, dan merevisi draft awal. Ini akan diujicobakan pada beberapa
mahasiswa sebagai sampel untuk melihat sejauh mana keterbacaan dari bahan yang telah
dirancang tersebut. Data untuk tahap ini diperoleh dari angket dan wawancara. Tahap ini akan
menghasilkan model ujicoba pembelajaran matematika dalam bentuk bahan ajar berbasis
multimedia komputer. Berdasarkan hasil penelitian, dapat disimpulkan bahwa rata-rata kevalidan
keseluruhan dari validator 81.14 artinya termasuk ke dalam kategori sangat valid. Berdasarkan
tabel perhitungan ujicoba, diperoleh kategori sangat praktis dengan persentase keseluruhan
86.93%. Ini artinya media pembelajaran yang dikembangkan ini sangat mudah digunakan oleh
mahasiswa dalam proses pembelajaran.",multimedia
MULTIMEDIA INTERAKTIF DALAM PEMBELAJARAN BAHASA ARAB,"Perkembangan teknologi informasi dan komputer telah memberikan perngaruh yang sangat signifikan dalam perkembangan learning media. Penggunaan teknologi multimedia sebagai media pembelajaran bahasa Arab merupakan salah satu alternatif untuk membantu mengatasi masalah belajar peserta didik, karena dengan menggunakan teknologi multimedia (seperti CD interaktif), peserta didik mampu belajar bahasa Arab secara mandiri, lebih mudah, nyaman, dan belajar sesuai dengan kemampuannya. Metode penelitian ini adalah library research karena sumber datanya berasal dari buku-buku dan dokumen-dokumen tertulis. analisa data dilakukan dengan menggunakan metode deskriptif analitik. Taksonomi multimedia terdapat dalam 4 level yakni (1) interaksi paling sedikit; (2) interaksi berada dalama level menengah; (3) sistem yang mengkombinasikan komputer dan video disc; (4) penggunaan berbagai sumber visual, audio dan lain; Terdapat 3 lingkungan pembelajaran multimedia yakni (1) lingkungan preskriptif; (2) lingkungan demokratik; (3) lingkungan cybernetic;  Komponen multimedia interaktif di antaranya, teks, grafik, audio, video, image, animasi, interaktivitas, CD, CD ROMs, Perangkat perangkat, serta program authoring; Program authoring adalah setiap program komputer yang dapat digunakan untuk mengembangkan pembelajaran. Untuk pengembangan program pembelajaran multimedia interaktif, program authoring sering dihubungkan dengan berbagai komponen media. Terdapat 2 kategori dalam program authoring yakni programming language, dan authoring tools, (hypertext authoing tools dan authoring system).",multimedia
PENGARUH PENGGUNAAN MULTIMEDIA INTERAKTIF DALAM PEMBELAJARAN MATEMATIKA UNTUK MENINGKATKAN HASIL BELAJAR SISWA SD,"Mata pelajaran matematika merupakan mata pelajaran yang perlu diberikan
kepada peserta didik mulai dari sekolah dasar (SD), dengan tujuan untuk
membekali peserta didik dengan kemampuan berfikir logis, analitis, sintetis, kritis
dan kreatif, serta kemampuan bekerjasama. Beberapa hal yang diperoleh di
lapangan berkaitan dengan pembelajaran matematika adalah anggapan siswa
bahwa pembelajaran matematika itu membosankan, susah, dan sulit dipahami.
Selain itu, dalam pembelajaran matematika kurangnya motivasi siswa dalam
belajar. Hal ini akan berdampak pada kurangnya antusiasme sehingga siswa sulit
memahami pelajaran. Oleh karena itu, perlu adanya sebuah inovasi dalam
pembelajaran matematika. Media pembelajaran khususnya komputer sebagai
salah satu sarana untuk menunjang proses pembelajaran dan meningkatkan hasil
belajar dapat menjadi sebuah solusi allternatif dalam pembelajaran matematika di SD. Hasil penelitian menunjukkan bahwa pembelajaran matematika menggunakan
multimedia interaktif berpengaruh secara signifikan terhadap peningkatan hasil
belajar siswa. Selain itu, siswa juga mempunyai sikap yang positif terhadap
pembelajaran matematika menggunakan multimedia interaktif. Pada pembelajaran
menggunakan multimedia interaktif siswa merasa senang belajar matematika, dan
termotivasi untuk belajar matematika. Oleh karena itu, penggunaan multimedia
interaktif dapat dijadikan sebagai solusi alternatif dalam pembelajaran matematika
di SD.",multimedia
Aplikasi Soal Ujian Seleksi Peserta Pelatihan Kejuruan Operator Komputer Berbasis Multimedia Untuk Mendukung Konsep “Paperless Office” Di PPKD Jakarta Timur,"Perkembangan Teknologi Informasi dan Komunikasi berperan besar dalam duniapendidikan dan pelatihan. Dampak dari perkembangan tersebut dapat dilihat dengan banyaknya penggunaan aplikasi dan perangkat multimedia yang digunakan dalam kegiatan belajarmengajar. Bahan ajar mulai dari materi pelajaran sampai dengan ujian saat ini mulai banyakdibuat dalam bentuk aplikasi multimedia. Ujian adalah salah satu alat ukur keberhasilan kegiatanbelajar mengajar, meskipun demikian hasil ujian bukan satu-satunya alat ukur keberhasilanguru/dosen/instruktur/trainer dan pengajar lainnya. Masalah umum yang terjadi adalah paraguru/dosen/instruktur/trainer dan pengajar lainnya kadang-kadang terbentur masalah waktudalam melakukan pemeriksaan hasil ujian, selain itu kertas soal dan kertas jawaban juga dapatmenjadi limbah kertas karena tidak dapat digunakan lagi pada ujian berikutnya. Pemborosanpenggunaan kertas di masa sekarang ini bertentangan dengan penerapan paperless office yangsaat ini sudah mulai banyak diterapkan secara resmi oleh banyak lembaga pemerintah maupunswasta. Penggunaan aplikasi soal ujian berbasis multimedia serta gerakan paperless yang sudahditerapkan di banyak lembaga dengan berbagai masalah dan tantangan menginspirasi penulisuntuk membuat artikel ini. Artikel ini ditulis berdasarkan penelitian yang telah dilakukan di PPKDJakarta Timur pada tahun 2014. Tujuan dari penelitian ini adalah untuk mendukung implementasigerakan Paperless Office sehingga pelaksanaan ujian seleksi peserta pelatihan menjadi lebihefisien dari sisi waktu dan biaya.",multimedia
Pengaruh Beban Kerja Terhadap Kinerja Karyawan PT. Bandung Media Grafika,"Penelitian ini bertujuan untuk mengetahui: 1) mengetahui pengaruh beban kerja terhadap kinerja karyawan PT. BANDUNG MEDIA GRAFIKA, 2) mengetahui faktor- faktor yang mempengaruhi beban kerja, 3) mengetahui faktor-faktor yang mempengaruhi kinerja karyawan dan lingkungan, objek penelitian ini adalah PT. BANDUNG MEDIA GRAFIKA. Sesuai dengan tujuan yg bersangkutan dengan judul yang diambil, maka metode penelitian yang akan digunakan dalam penelitian ini adalah metode kualitatif. Penelitian kualitatif mengkaji perspektif partisipan dengan strategi yang bersifat interaktif dengan karyawan dan cenderung menggunakan analisis. Teknik pengumpulan data dilakukan dengan wawancara. Berdasarkan hasil penelitian yang dilakukan, menunjukan bahwa terdapat pengaruh beban kerja secara mental dan lingkungan yang akhirnya cukup berpengaruh terhadap kinerja karyawan. Wartawan PT. Bandung Media Grafika akan memiliki beban kerja berlebih apabila mereka merasa mendapatkan desakan waktu dan tugas yang bertambah jumlahnya dari waktu yang sudah ditentukan.",multimedia
Desain Handout Multimedia Menggunakan 3D Pageflip Professional untuk Media Pembelajaran pada Sistem Android,"Artikel ini bertujuan untuk mengenalkan media pembelajaran berupa handout berbasis multimedia dan menggambarkan cara membuat handout berbasis multimedia menggunakan 3D Pageflip Professional dengan tampilan akhir yang dapat diakses melalui komputer dan android. Dalam merancang handout berbasis multimedia menggunakan 3D Pageflip Professional membutuhkan handout dalam format PDF sebagai dasar pembuatan handout berbasis multimedia. Pada aplikasi 3D Pageflip Professional dapat memuat media sebagai pelengkap seperti gambar, animasi, flash, video, audio, dll, sehingga akan lebih menarik pada saat membaca handout ini. Hasil dari project yang anda buat, publish dengan format 3DP agar dapat dibaca dengan 3D Pageflip Reader yang bisa diinstall dalam OS android. Handout Multimedia, 3D Pageflip Professional, 3D Pageflip Reader Android.",multimedia
Pengaruh Multimedia Interaktif Berbasis Learning Cycle Terhadap Hasil Belajar Siswa,"Multimedia interaktif berbasis learning cycle pada materi alat optik IPA di SMP perlu untuk diimplementasikan untuk mengurangi mis-interpretasi belajar siswa. Penelitian ini bertujuan untuk mengetahui: (1) pengaruh multimedia interaktif berbasis learning cycle terhadap hasil belajar siswa; (2) penilaian siswa terhadap multimedia interaktif berbasis learning cycle. Teknik sampling dalam penelitian ini menggunakan teknik cluster random sampling. Sampel dalam penelitian ini menggunakan dua kelas yaitu kelas VIII D dan kelas VIII E. Kelas VIII E terpilih menjadi kelas eksperimen sedangkan kelas VIII D terpilih menjadi kelas kontrol. Kesimpulan dalam penelitian ini yaitu: (1) ada pengaruh multimedia interaktif berbasis learning cycle terhadap hasil belajar kognitif siswa dengan nilai signifikansi 0,000; (2) kategori penilaian siswa terhadap multimedia interaktif pada komponen daya tarik, tingkat kesulitan, dan manfaat adalah sangat baik.",multimedia
